District,Soil_Color,N,P,K,pH,Rainfall,Temperature,Crop,Fertilizer,OC,EC,B,Fe,Mn,Cu,Zn,S,District_Normal_Rainfall,Humidity,N_P_Ratio,N_K_Ratio,P_K_Ratio,Rainfall_Deviation,OC_Class,Soil_Health_Score,Growing_Season
Kolhapur,Red,145,60,60,6.0,1000,35,Cotton,13:32:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,86.82,2.4163,2.4163,0.9998,-0.423,High,8,Kharif
Solapur,Black,120,70,70,8.5,500,20,Cotton,Magnesium Sulphate,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,66.8,1.714,1.714,0.9999,0.0393,Medium,5,Kharif
Kolhapur,Red,150,40,75,6.5,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,95.0,3.7491,1.9997,0.5333,-0.423,High,8,Kharif
Kolhapur,Red,105,75,55,7.5,800,25,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.98,1.3998,1.9087,1.3634,-0.5384,High,8,Kharif
Kolhapur,Red,125,60,70,6.0,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.51,2.083,1.7855,0.857,-0.4807,High,8,Kharif
Kolhapur,Red,105,65,60,6.0,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.18,1.6151,1.7497,1.0832,-0.4807,High,8,Kharif
Kolhapur,Red,145,60,55,6.5,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.78,2.4163,2.6359,1.0907,-0.4807,High,8,Kharif
Kolhapur,Red,130,55,65,7.5,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.96,2.3632,1.9997,0.846,-0.5384,High,8,Kharif
Kolhapur,Red,130,55,50,6.0,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.56,2.3632,2.5995,1.0998,-0.5384,High,8,Kharif
Kolhapur,Red,115,60,75,7.5,1000,35,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,89.23,1.9163,1.5331,0.7999,-0.423,High,8,Kharif
Kolhapur,Red,130,40,50,6.0,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.5,3.2492,2.5995,0.7998,-0.5384,High,8,Kharif
Solapur,Black,120,65,60,7.5,600,15,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,66.26,1.8459,1.9997,1.0832,0.2471,Medium,7,Kharif
Solapur,Black,120,80,60,7.5,600,30,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.13,1.4998,1.9997,1.3331,0.2471,Medium,7,Kharif
Sangli,Black,115,20,45,6.0,700,25,Cotton,Magnesium Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.71,5.7471,2.555,0.4443,0.3605,Medium,6,Kharif
Kolhapur,Red,105,75,40,7.0,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.18,1.3998,2.6243,1.8745,-0.5384,High,8,Kharif
Solapur,Black,105,75,65,7.5,500,25,Cotton,Magnesium Sulphate,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,66.16,1.3998,1.6151,1.1537,0.0393,Medium,7,Kharif
Kolhapur,Red,120,55,70,7.0,900,30,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.79,2.1814,1.714,0.7856,-0.4807,High,8,Kharif
Kolhapur,Red,120,80,50,7.0,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.74,1.4998,2.3995,1.5997,-0.423,High,8,Kharif
Kolhapur,Red,145,50,55,6.5,900,30,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.54,2.8994,2.6359,0.9089,-0.4807,High,8,Kharif
Kolhapur,Red,120,55,75,6.5,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,86.8,2.1814,1.5998,0.7332,-0.423,High,8,Kharif
Kolhapur,Red,105,60,50,7.0,800,25,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.03,1.7497,2.0996,1.1998,-0.5384,High,8,Kharif
Solapur,Black,115,80,75,7.5,500,30,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,62.35,1.4373,1.5331,1.0665,0.0393,Medium,7,Kharif
Kolhapur,Red,150,60,65,7.5,800,25,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.06,2.4996,2.3073,0.9229,-0.5384,High,8,Kharif
Kolhapur,Red,125,55,55,7.5,900,30,Cotton,13:32:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.82,2.2723,2.2723,0.9998,-0.4807,High,8,Kharif
Kolhapur,Red,140,55,65,7.5,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.43,2.545,2.1535,0.846,-0.5384,High,8,Kharif
Kolhapur,Red,100,80,60,6.0,900,30,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,87.05,1.2498,1.6664,1.3331,-0.4807,High,8,Kharif
Kolhapur,Red,115,75,65,7.5,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.96,1.5331,1.769,1.1537,-0.423,High,8,Kharif
Kolhapur,Red,105,40,75,6.5,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.72,2.6243,1.3998,0.5333,-0.423,High,8,Kharif
Sangli,Black,105,30,50,6.0,700,35,Cotton,DAP,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,75.23,3.4988,2.0996,0.5999,0.3605,Medium,7,Kharif
Kolhapur,Red,120,70,50,7.0,1000,35,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,91.37,1.714,2.3995,1.3997,-0.423,High,8,Kharif
Kolhapur,Red,120,60,50,7.0,800,25,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,76.93,1.9997,2.3995,1.1998,-0.5384,High,8,Kharif
Kolhapur,Red,110,55,55,7.5,900,30,Cotton,13:32:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.75,1.9996,1.9996,0.9998,-0.4807,High,8,Kharif
Solapur,Black,100,65,75,8.5,600,15,Cotton,12:32:16 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,73.87,1.5382,1.3332,0.8666,0.2471,Medium,5,Kharif
Kolhapur,Red,145,60,65,7.5,800,25,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,84.24,2.4163,2.2304,0.9229,-0.5384,High,8,Kharif
Kolhapur,Red,110,50,60,7.0,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,87.51,2.1996,1.833,0.8332,-0.423,High,8,Kharif
Kolhapur,Red,140,40,70,6.0,900,30,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,77.52,3.4991,1.9997,0.5713,-0.4807,High,8,Kharif
Kolhapur,Red,105,50,50,7.0,800,25,Cotton,13:32:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.8,2.0996,2.0996,0.9998,-0.5384,High,8,Kharif
Kolhapur,Red,100,60,75,7.5,1000,35,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.43,1.6664,1.3332,0.7999,-0.423,High,8,Kharif
Sangli,Black,105,30,45,6.5,800,35,Cotton,12:32:16 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,73.22,3.4988,2.3328,0.6665,0.5549,Medium,7,Kharif
Kolhapur,Red,125,50,55,6.5,900,30,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,84.13,2.4995,2.2723,0.9089,-0.4807,High,8,Kharif
Solapur,Black,100,60,60,7.5,500,10,Cotton,Magnesium Sulphate,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.61,1.6664,1.6664,0.9998,0.0393,Medium,7,Kharif
Kolhapur,Red,110,40,65,6.5,800,25,Cotton,13:32:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.2,2.7493,1.692,0.6153,-0.5384,High,8,Kharif
Kolhapur,Red,100,50,55,6.5,900,30,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.27,1.9996,1.8179,0.9089,-0.4807,High,8,Kharif
Solapur,Black,105,75,80,8.5,500,25,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,63.78,1.3998,1.3123,0.9374,0.0393,Medium,5,Kharif
Kolhapur,Red,120,45,50,6.0,800,25,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.37,2.6661,2.3995,0.8998,-0.5384,High,8,Kharif
Kolhapur,Red,115,70,40,6.0,800,25,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.23,1.6426,2.8743,1.7496,-0.5384,High,8,Kharif
Kolhapur,Red,105,60,40,6.0,800,25,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.5,1.7497,2.6243,1.4996,-0.5384,High,8,Kharif
Kolhapur,Red,115,80,60,6.0,900,30,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.62,1.4373,1.9163,1.3331,-0.4807,High,8,Kharif
Kolhapur,Red,100,50,50,7.0,800,25,Cotton,13:32:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.4,1.9996,1.9996,0.9998,-0.5384,High,8,Kharif
Kolhapur,Red,125,40,75,6.5,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.24,3.1242,1.6664,0.5333,-0.423,High,8,Kharif
Kolhapur,Red,115,60,55,6.5,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.96,1.9163,2.0905,1.0907,-0.4807,High,8,Kharif
Solapur,Black,120,80,70,8.0,600,30,Cotton,Magnesium Sulphate,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,66.76,1.4998,1.714,1.1427,0.2471,Medium,6,Kharif
Kolhapur,Red,120,60,40,6.0,800,25,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,86.16,1.9997,2.9993,1.4996,-0.5384,High,8,Kharif
Kolhapur,Red,100,70,50,7.0,1000,35,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,86.49,1.4284,1.9996,1.3997,-0.423,High,8,Kharif
Sangli,Black,120,30,55,7.0,900,35,Cotton,Magnesium Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,86.06,3.9987,2.1814,0.5454,0.7493,Medium,7,Kharif
Kolhapur,Red,115,50,50,7.0,800,25,Cotton,13:32:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.23,2.2995,2.2995,0.9998,-0.5384,High,8,Kharif
Kolhapur,Red,130,60,55,6.5,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.35,2.1663,2.3632,1.0907,-0.4807,High,8,Kharif
Solapur,Black,100,70,75,8.0,600,20,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,72.18,1.4284,1.3332,0.9332,0.2471,Medium,6,Kharif
Kolhapur,Red,100,80,55,6.5,800,25,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.5,1.2498,1.8179,1.4543,-0.5384,High,8,Kharif
Kolhapur,Red,120,70,45,7.5,900,30,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.18,1.714,2.6661,1.5552,-0.4807,High,8,Kharif
Kolhapur,Red,110,50,70,6.0,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.9,2.1996,1.5712,0.7142,-0.4807,High,8,Kharif
Solapur,Black,110,80,75,7.5,500,30,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,62.24,1.3748,1.4665,1.0665,0.0393,Medium,7,Kharif
Kolhapur,Red,115,60,40,6.0,800,25,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.62,1.9163,2.8743,1.4996,-0.5384,High,8,Kharif
Kolhapur,Red,135,50,60,7.0,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.68,2.6995,2.2496,0.8332,-0.423,High,8,Kharif
Solapur,Black,115,80,65,8.5,500,30,Cotton,12:32:16 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,63.99,1.4373,1.769,1.2306,0.0393,Medium,5,Kharif
Kolhapur,Red,100,45,60,6.0,1000,35,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.63,2.2217,1.6664,0.7499,-0.423,High,8,Kharif
Kolhapur,Red,100,80,45,7.5,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.3,1.2498,2.2217,1.7774,-0.4807,High,8,Kharif
Kolhapur,Red,125,45,60,6.0,1000,35,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.15,2.7772,2.083,0.7499,-0.423,High,8,Kharif
Kolhapur,Red,100,60,60,7.0,900,30,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.47,1.6664,1.6664,0.9998,-0.4807,High,8,Kharif
Solapur,Black,105,60,80,8.5,500,10,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,64.46,1.7497,1.3123,0.7499,0.0393,Medium,5,Kharif
Kolhapur,Red,100,60,50,6.0,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,89.66,1.6664,1.9996,1.1998,-0.423,High,8,Kharif
Kolhapur,Red,150,55,50,6.0,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.72,2.7268,2.9994,1.0998,-0.5384,High,8,Kharif
Kolhapur,Red,120,45,60,6.0,1000,35,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,91.0,2.6661,1.9997,0.7499,-0.423,High,8,Kharif
Kolhapur,Red,105,60,75,7.5,1000,35,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,87.78,1.7497,1.3998,0.7999,-0.423,High,8,Kharif
Kolhapur,Red,110,60,40,6.0,800,25,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.15,1.833,2.7493,1.4996,-0.5384,High,8,Kharif
Kolhapur,Red,125,50,75,7.5,1000,35,Cotton,13:32:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,86.35,2.4995,1.6664,0.6666,-0.423,High,8,Kharif
Sangli,Black,120,20,45,6.0,700,25,Cotton,Magnesium Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,75.45,5.997,2.6661,0.4443,0.3605,Medium,6,Kharif
Kolhapur,Red,120,70,60,7.0,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.66,1.714,1.9997,1.1665,-0.4807,High,8,Kharif
Kolhapur,Red,105,60,60,7.0,900,30,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.39,1.7497,1.7497,0.9998,-0.4807,High,8,Kharif
Kolhapur,Red,140,50,65,6.5,800,25,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,77.88,2.7994,2.1535,0.7691,-0.5384,High,8,Kharif
Kolhapur,Red,135,45,65,7.5,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,75.75,2.9993,2.0766,0.6922,-0.5384,High,8,Kharif
Sangli,Black,100,30,45,6.5,800,35,Cotton,12:32:16 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,76.81,3.3322,2.2217,0.6665,0.5549,Medium,7,Kharif
Kolhapur,Red,125,60,65,7.5,800,25,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.53,2.083,1.9228,0.9229,-0.5384,High,8,Kharif
Kolhapur,Red,120,40,70,6.0,900,30,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,84.89,2.9993,1.714,0.5713,-0.4807,High,8,Kharif
Kolhapur,Red,105,60,60,6.0,1000,35,Cotton,13:32:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,89.26,1.7497,1.7497,0.9998,-0.423,High,8,Kharif
Kolhapur,Red,105,40,60,7.0,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,87.2,2.6243,1.7497,0.6666,-0.423,High,8,Kharif
Kolhapur,Red,135,40,50,6.0,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.69,3.3742,2.6995,0.7998,-0.5384,High,8,Kharif
Kolhapur,Red,130,50,70,6.0,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.36,2.5995,1.8569,0.7142,-0.4807,High,8,Kharif
Solapur,Black,105,65,65,8.0,600,15,Cotton,Magnesium Sulphate,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,71.5,1.6151,1.6151,0.9998,0.2471,Medium,6,Kharif
Kolhapur,Red,105,65,45,6.5,900,30,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.74,1.6151,2.3328,1.4441,-0.4807,High,8,Kharif
Sangli,Black,115,20,55,7.0,900,25,Cotton,DAP,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,86.03,5.7471,2.0905,0.3636,0.7493,Medium,6,Kharif
Kolhapur,Red,150,60,75,7.5,1000,35,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,90.73,2.4996,1.9997,0.7999,-0.423,High,8,Kharif
Kolhapur,Red,110,60,75,7.5,1000,35,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,87.56,1.833,1.4665,0.7999,-0.423,High,8,Kharif
Kolhapur,Red,115,45,60,6.0,1000,35,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,89.44,2.555,1.9163,0.7499,-0.423,High,8,Kharif
Kolhapur,Red,140,50,50,7.0,800,25,Cotton,13:32:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,84.27,2.7994,2.7994,0.9998,-0.5384,High,8,Kharif
Kolhapur,Red,120,60,55,6.5,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.42,1.9997,2.1814,1.0907,-0.4807,High,8,Kharif
Kolhapur,Red,150,55,65,7.5,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.85,2.7268,2.3073,0.846,-0.5384,High,8,Kharif
Kolhapur,Red,145,55,65,7.5,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.95,2.6359,2.2304,0.846,-0.5384,High,8,Kharif
Kolhapur,Red,135,45,50,6.0,800,25,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.53,2.9993,2.6995,0.8998,-0.5384,High,8,Kharif
Solapur,Black,110,60,80,8.5,500,10,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.65,1.833,1.3748,0.7499,0.0393,Medium,5,Kharif
Sangli,Black,100,20,45,6.0,700,25,Cotton,Magnesium Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,76.1,4.9975,2.2217,0.4443,0.3605,Medium,6,Kharif
Kolhapur,Red,100,45,50,6.0,800,25,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.14,2.2217,1.9996,0.8998,-0.5384,High,8,Kharif
Kolhapur,Red,100,45,55,6.5,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.57,2.2217,1.8179,0.818,-0.4807,High,8,Kharif
Kolhapur,Red,105,55,50,6.0,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.99,1.9087,2.0996,1.0998,-0.5384,High,8,Kharif
Solapur,Black,110,80,60,7.5,600,30,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,69.84,1.3748,1.833,1.3331,0.2471,Medium,7,Kharif
Solapur,Black,120,80,75,7.5,500,30,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,63.55,1.4998,1.5998,1.0665,0.0393,Medium,7,Kharif
Kolhapur,Red,115,60,50,6.0,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,89.54,1.9163,2.2995,1.1998,-0.423,High,8,Kharif
Kolhapur,Red,130,55,75,6.5,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.09,2.3632,1.7331,0.7332,-0.423,High,8,Kharif
Kolhapur,Red,110,70,45,7.5,900,30,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.9,1.5712,2.4439,1.5552,-0.4807,High,8,Kharif
Solapur,Black,110,60,70,8.0,500,10,Cotton,12:32:16 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,71.45,1.833,1.5712,0.857,0.0393,Medium,6,Kharif
Solapur,Black,120,60,80,8.5,500,10,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,67.07,1.9997,1.4998,0.7499,0.0393,Medium,5,Kharif
Kolhapur,Red,130,50,55,6.5,900,30,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.84,2.5995,2.3632,0.9089,-0.4807,High,8,Kharif
Kolhapur,Red,110,65,55,6.5,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.17,1.692,1.9996,1.1816,-0.5384,High,8,Kharif
Sangli,Black,120,20,50,7.5,1000,25,Cotton,12:32:16 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,92.5,5.997,2.3995,0.3999,0.9436,Medium,6,Kharif
Solapur,Black,120,60,65,8.5,600,10,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,74.35,1.9997,1.8459,0.9229,0.2471,Medium,5,Kharif
Kolhapur,Red,110,50,55,6.5,900,30,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.77,2.1996,1.9996,0.9089,-0.4807,High,8,Kharif
Kolhapur,Red,105,50,60,7.0,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,91.79,2.0996,1.7497,0.8332,-0.423,High,8,Kharif
Kolhapur,Red,135,40,60,7.0,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,89.0,3.3742,2.2496,0.6666,-0.423,High,8,Kharif
Kolhapur,Red,100,75,50,6.0,1000,35,Cotton,12:32:16 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,86.85,1.3332,1.9996,1.4997,-0.423,High,8,Kharif
Solapur,Black,110,75,70,8.5,600,25,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,70.6,1.4665,1.5712,1.0713,0.2471,Medium,5,Kharif
Kolhapur,Red,125,45,65,7.5,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.32,2.7772,1.9228,0.6922,-0.5384,High,8,Kharif
Kolhapur,Red,115,45,65,7.5,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,84.38,2.555,1.769,0.6922,-0.5384,High,8,Kharif
Kolhapur,Red,115,55,70,7.0,900,30,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.41,2.0905,1.6426,0.7856,-0.4807,High,8,Kharif
Kolhapur,Red,115,55,75,6.5,1000,35,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,84.81,2.0905,1.5331,0.7332,-0.423,High,8,Kharif
Kolhapur,Red,125,50,50,7.0,800,25,Cotton,13:32:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.32,2.4995,2.4995,0.9998,-0.5384,High,8,Kharif
Kolhapur,Red,150,60,50,7.0,800,25,Cotton,Magnesium Sulphate,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.36,2.4996,2.9994,1.1998,-0.5384,High,8,Kharif
Kolhapur,Red,120,45,65,7.5,800,25,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.38,2.6661,1.8459,0.6922,-0.5384,High,8,Kharif
Solapur,Black,100,60,80,8.5,500,10,Cotton,DAP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.28,1.6664,1.2498,0.7499,0.0393,Medium,5,Kharif
Kolhapur,Red,110,60,55,6.5,900,30,Cotton,DAP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.99,1.833,1.9996,1.0907,-0.4807,High,8,Kharif
